Navajo Sentence,Detected Language,Confidence,Translation to English,Back Translation
"Hastiin King Ferdinand II áádóó Kwį́į́n Isabella I, Spanish Inquisition yoohódéízʼą́ą́h.",en,0.14210525155067444,"Hastiin King Ferdinand II áádóó Kwį́į́n Isabella I, Spanish Inquisition yoohódéízʼą́ą́h.","Hastiin King Ferdinand II áádóó Kwį́į́n Isabella I, Spanish Inquisition yoohódéízʼą́ą́h."
Hastiin Minoru Yamasaki díí Naʼiiniʼ bá Hooghantsoh yinihazʼą́.,wo,0.2544081211090088,Hastin Minoru Yamasaki was born in Hooghantsoh.,Hastin minoru yamasaki mingi juddoo Hooghantsoh.
Hastiin Naʼastsʼǫǫsí léiʼ naalyéhé yá sidáá ńtʼę́ę́ʼ.,yo,0.7701883912086487,Hastiin Naʼastsʼǫǫsí léʼ naalyéhé yá sidaáa ntʼếę́ʼ.,Hastiin Naʼastsʼǫǫsí léʼ naalyéhé yá sidaáa ntʼếę́ʼ.
Hastiin Narbona (,es,0.4446921944618225,Hastiin Narbona (,Hastiin Narbona (
"Hastiin Pedro de Tovar Oozéí bikin Awatovi wolyédi niyá áłtsé áádóó éí aanį́ʼlá 16,000 Oozéí dóó Naashtʼézhí kédaʼhatʼíʼlá.",zap,0.31029370427131653,"Hastiin Pedro de Tovar Oozeí was born in Awatovi and there were about 16,000 Oozeí in Naasht&#39;ézí.","Hastiin Pedro de Tovar Oozeí gule ndaaniʼ guidxi Awatovi ne guyuu biaʼ 16,000 Oozeí ndaaniʼ guidxi Naashtʼézí."
Hastiin Poʼpay bee ééhaaniih biiniyé ályaaígíí éí Kin Łichíiʼdi siʼą́.,wo,0.5644726157188416,Hastiin Poʼpay was able to read the book.,Hastiin Poʼpay moo ko doon jàng.
"Hastiin Pope Benedict XVI biʼééʼ łichiiʼgoʼ éʼsiʼį́ʼ, Ééʼ nineezígíí naashchʼą́ą́ígíí (choir dress), Bighá dziitłʼóʼni yazhiʼ łichii (papal mozzetta) biké ałdóʼ lichii.",wo,0.39598268270492554,"Pope Benedict XVI&#39;s choir dress, Papal mozzetta biké lichii&#39; ałdó&#39;","Robe de chorale de Pape Benoît XVI, mozzetta papale biké lichii&#39; ałdó&#39;."
"Hastiin Sequoyah Chééwokii bizaad yikʼéʼashchíʼ, áłtsé akwii tʼéigo ayiilá.",wo,0.25231462717056274,Hastiin Sequoyah Chéwokii was born in 1990.,Hastiin Séquoyah Chéwokii judd en 1990.
"Hastiin Shen Kuo (1031–1095) ínsadoobíídiiya Dream Pool Essays wolyéego naaltsoos bizhíʼ ayiilá, 1088 biyihah yę́ędą́ą́ʼ naaltsoos haltsʼiʼdiʼ.",wo,0.8952387571334839,Hastiin Shen Kuo (1031–1095) wrote Dream Pool Essays about 1088 years ago.,Hastiin Shen Kuo (1031-1095) bind na téere ci gént ak leegi defna luy tollu ci 1088 at.
Hastiin Smith aaníigo diyin naalʼaʼí Moroni wolyéhígíí díí naaltsoos shaa yiníʼą́ ání.,cs,0.6098958253860474,Hastiin Smith aaníigo diyin naalʼaʼí Moroni wólyéhígíí díí naaltsoos shaa yiníʼą́ ání.,Hastiin Smith aaníigo diyin naalʼaʼí Moroni wólyéhígíí díí naaltsoos shaa yiníʼą́ ání.
"Hastiin Song Yingxing (1587–1666) ałdóʼ ínsadoobíídiiyałá ayiilá, díí naaltsoos éí Tiangong Kaiwu wolyéego ayiilá.",wo,0.6921104192733765,"Song Yingxing (1587–1666) invaded the country, and Tiangong Kaiwu was the first ruler of the country.","Song Yingxing (1587–1666) moo dugg ci réew mi, Tiangong Kaiwu moo njëkka nekk kilifag réew mi."
"Hastiin Thucydides Greece hoolyéédę́ę́ʼ naagáágo áłtsé haʼyiitsiid, éí tóoł tłʼaahdi kéyah haʼdiinágo bitsą́ą́dę́ę́ʼ Tó niteel atságáá Thucydides: “A History of the Peloponnesian War”, 3.89.1–4 Smid, T. C. (Apr., 1970).",wo,0.377105176448822,"Thucydides&#39;s Greece was invaded by Greece, and the country was destroyed after the war, “A History of Thucydides. (Apr., 1970).","Grece dafa dugg ci Grece bi Thucydides yor, ñu yàq réew mi ginaaw xare bi, “Taarixu Thucydides. (Awril 1970)."
"Hastiin Wang Zhen (1290–1333) ałdóʼ ínsadoobíídiiya ayiilá, Nong Shu wolyéego naaltsoos bizhí ayiilá.",wo,0.2707009017467499,"Invented by Wang Zhen (1290–1333), Nong Shu was the seventh poet.","Wang Zhen moo ko sos (1290–1333), Nong Shu mooy juróom ñaareelu taalifkat bi."
Hastiin Wewha asdzání biʼééʼ yiiʼsitʼį́ʼgo éélkid (Two-spirit).,en,0.4081248939037323,Hastiin Wewha asdzání biʼééʼ yiiʼsitʼį́ʼgo éélkid (Two-spirit).,Hastiin Wewha asdzání biʼééʼ yiiʼsitʼį́ʼgo éélkid (Two-spirit).
Haszéʼéedi tʼáá díkwíí bílaʼashdlaʼii kéédahatʼį́į́ ńtʼę́ę́ʼ; dííshjį́į́góó éí kinsááʼ.,is,0.8867314457893372,Haszéʼéedi tʼáá díkwíí carvoʼashdlaʼii kéédahatʼį́į́ ńtʼę́ę́ʼ; dííshjį́į́góó éí kinsááʼ.,Haszéʼéedi tʼáá díkwíí carvoʼashdlaʼii kéédahatʼį́į́ ńtʼę́ę́ʼ; dííshjį́į́góó éí kinsááʼ.
Haszéʼé éí -gi bił hazʼą́.,hu,0.7205883860588074,Haszéʼé éí -gi bił hazʼą́.,Haszéʼé éí -gi bił hazʼą́.
Hatinídę́ę́ʼ tsídiiłgaii éí naaki ałʼąą átʼé.,ln,0.8058793544769287,Hatinídę́ę́ʼ tsídiiłgaii is not a naaki.,Hatinídę́ę́ʼ tsídiiłgaii azali naaki te.
Hatinídę́ę́ʼ tsídiiłgaii éí tsékʼiʼ dóó tsédáaʼgi bitʼoh ádeilééh; shį́įgo biyęęzhii deiłchí.,is,0.9726495146751404,Hatinídę́ę́ʼ tsídiiłgaii éí tsékʼiʼ dóó tsédáaʼgi bitʼoh ádeilééh; shį́įgo biyęęzhii deiłchí.,Hatinídę́ę́ʼ tsídiiłgaii éí tsékʼiʼ dóó tsédáaʼgi bitʼoh ádeilééh; shį́įgo biyęęzhii deiłchí.
Hazéí biyáázh éí tʼáá łichíʼígo dóó binááʼ dóó biwooʼ ádaadingo biʼdizhchí.,is,1,Hazéí biyáázh éí tʼáá łichíʼígo dóó binááʼ dóó biwoooʼ ádaadingo biʼdizhchí.,Hazéí biyáázh éí tʼáá łichíʼígo dóó binááʼ dóó biwoooʼ ádaadingo biʼdizhchí.
Hazéídziil Yaayí éí -gi bił hazʼą́.,fon,0.6904927492141724,Hazéídziil Yaayí éí -gi bił hazʼą́.,Hazéídziil Yaayí éí -gi bił hazʼą́.
Hazéí éí bitseeʼ ditłʼoʼ dóó bijaaʼ áłtsʼíísí; binááʼ éí ntsaa łeh.,is,0.6970053315162659,Hazéí éí bitseeʼ ditłʼoʼ dóó bijaaʼ áłtsʼíísí; binááʼ éí ntsaa łeh.,Hazéí éí bitseeʼ ditłʼoʼ dóó bijaaʼ áłtsʼíísí; binááʼ éí ntsaa łeh.
"Hazéí łaʼ éí nihookááʼ naakai, náánáłaʼ éí tsinlátahgi naaldeeh.",is,0.8132798671722412,"Hazéí łaʼ éí nihookááʼ naakai, náánáłaʼ éí tsinlátahgi naaldeeh.","Hazéí łaʼ éí nihookááʼ naakai, náánáłaʼ éí tsinlátahgi naaldeeh."
"Hazéí yiltseeʼí éí 1–6 adéesʼeez áníłtso, áádóó éí shį́įgo bílátah náʼiigah.",is,1,"Hazéí yiltseeʼí éí 1–6 adéesʼeez áníłtso, áádóó éí shį́įgo bílatah náʼiigah.","Hazéí yiltseeʼí éí 1–6 adéesʼeez áníłtso, áádóó éí shį́įgo bílatah náʼiigah."
Hazhóʼó ádaa áhółyą́ shidineʼé áko.,so,0.19630692899227142,Hazhóʼó ádaa áhółyą́ shidineʼé áko.,Hazhóʼó ádaa áhółyą́ shidineʼé áko.
Héíídah éíí dóoneʼé nilínígíí doo bąąh dootʼį́į́łdah.,cs,0.43299269676208496,Héíídah éíí dóoneʼé nilinígíí doo bąąh dootʼį́į́łdah.,Héíídah éíí dóoneʼé nilinígíí doo bąąh dootʼį́į́łdah.
""" hiTSʼezh áłtsʼéhígíí áyiilaa.",mi,0.3384435176849365,&quot; hiTSʼezh áłtsʼéhígíí áyiilaa.,&quot;HiTSʼezh áłtsʼéhígíí áyiilaa.
"HIV éí bílaʼashdlaʼí bitsʼiis biyiidiʼ iiʼnótʼį́į́ yiilééhgo, naałniih yiichʼááh naabaahígíí yééniʼtʼíʼ (CD+ T cells, macrophages, dóó dendritic cells wolyéígíí bąąhdaʼ ooʼááh).",wo,0.5336132049560547,"HIV infects the immune system, including CD+ T cells, macrophages, and dendritic cells.","VIH dafay jàpp sistem immuniteer bi, lu ci melni selul T CD+ yi, macrofag yi ak selul dendritik yi."
Hodíłchʼilgi dlǫ́ʼiitsoh éí 3 10 dahidídloʼ áníłdáas łeh.,is,1,Hodíłchʼilgi dlǫ́ʼiitsoh éí 3 10 dahidídloʼ áníłdáas łeh.,Hodíłchʼilgi dlǫ́ʼiitsoh éí 3 10 dahidídloʼ áníłdáas łeh.
Hodíłchʼil jeeshóóʼ éí dííłdzid deilghał.,is,1,Hodíłchʼil jeeshóóʼ éí dííłdzid deilghał.,Hodíłchʼil jeeshóóʼ éí dííłdzid deilghał.
Hodíłchʼiltah atseentélí éí tsin bineestʼąʼ deiłchozh dóó chʼil binááʼ deildeeł.,is,0.4477214217185974,Hodíłchʼiltah atseentélí éí tsin bineestʼąʼ deiłchozh dóó chʼil binááʼ deildeeł.,Hodíłchʼiltah atseentélí éí tsin bineestʼąʼ deiłchozh dóó chʼil binááʼ deildeeł.
Hodíłchʼiltah chʼał éí 398 ałʼąą ádaatʼé.,is,1,Hodíłchʼiltah chʼał éí 398 ałʼąą ádaatʼé.,Hodíłchʼiltah chʼał éí 398 ałʼąą ádaatʼé.
Hodíłchʼiltah chʼizhaazhii dóó bikʼéí éí 70 ałʼąą ádaatʼé.,is,1,Hodíłchʼiltah chʼizhaazhii dóó bikʼéí éí 70 ałʼąą ádaatʼé.,Hodíłchʼiltah chʼizhaazhii dóó bikʼéí éí 70 ałʼąą ádaatʼé.
Hodíłchʼiltah chʼizhaazhiiłchííʼ éí 17 ałʼąą ádaatʼé.,is,1,Hodíłchʼiltah chʼizhaazhiiłchííʼ éí 17 ałʼąą ádaatʼé.,Hodíłchʼiltah chʼizhaazhiiłchííʼ éí 17 ałʼąą ádaatʼé.
Hodíłchʼiltah daalnoodii éí tseebíí ałʼąą ádaatʼé.,is,1,Hodíłchʼiltah daalnoodii éí ceebíí ałʼąą ádaatʼé.,Hodíłchʼiltah daalnoodii éí ceebíí ałʼąą ádaatʼé.
Hodíłchʼiltah dahiitį́hii disxǫsígíí éí chʼil bijeeh deidlą́.,is,1,Hodíłchʼiltah dahiitį́hii disxǫsígíí éí chʼil bijeeh deidlą́.,Hodíłchʼiltah dahiitį́hii disxǫsígíí éí chʼil bijeeh deidlą́.
Hodíłchʼiltah dahiitį́hii yázhí éí chʼil bijeeh deidlą́.,is,1,Hodíłchʼiltah dahiitį́hii yázhí éí chʼil bijeeh deidlą́.,Hodíłchʼiltah dahiitį́hii yázhí éí chʼil bijeeh deidlą́.
Hodíłchʼiltah dijádídlǫ́ʼí éí 24 ałʼąą ádaatʼé.,is,1,Hodíłchʼiltah dijádídlǫ́ʼí éí 24 ałʼąą ádaatʼé.,Hodíłchʼiltah dijádídlǫ́ʼí éí 24 ałʼąą ádaatʼé.
Hodíłchʼiltah dóó dáʼákʼehgi éí dahináa łeh.,is,1,Hodíłchʼiltah dóó dáʼákʼehgi éí dahináa łeh.,Hodíłchʼiltah dóó dáʼákʼehgi éí dahináa łeh.
Hódíłchʼiltah dóó tábąąhgi éí dahináa łeh.,is,1,Hódíłchʼiltah dóó tábąąhgi éí dahináa łeh.,Hódíłchʼiltah dóó tábąąhgi éí dahináa łeh.
Hodíłchʼiltah dóó tséʼáán biyiʼdi éí bighan.,is,0.973588228225708,Hodíłchʼiltah dóó tséʼáán biyiʼdi éí bighan.,Hodíłchʼiltah dóó tséʼáán biyiʼdi éí bighan.
Hodíłchʼiltah dzidzé yiyiitsahii éí dzidzé dóó tsin bineestʼąʼ yázhí yiłchozh.,ts,0.2344030737876892,Hodíłchʼiltah gave birth to yiitsahii and gave birth to dóó tsin bineestʼąʼ yázhí yiłchozh.,Hodíłchʼiltah u veleke yiitsahii kutani a veleka dóó tsin bineestʼąʼ yázhí yiłchozh.
Hodíłchʼiltah éí dahináa łeh.,is,1,Hodíłchʼiltah éí dahináa łeh.,Hodíłchʼiltah éí dahináa łeh.
Hodiłchʼiltah éí dahináa łeh; chʼosh yázhí éí bichʼiyąʼ.,is,1,Hodiłchʼiltah éí dahináa łeh; chʼosh yázhí éí bichʼiyąʼ.,Hodiłchʼiltah éí dahináa łeh; chʼosh yázhí éí bichʼiyąʼ.
Hodíłchʼiltah hasbídí biniitsįʼ dzísgaaígíí éí tsin bineestʼąʼ deiłchozh dóó chʼil binááʼ deildeeł.,is,0.6932026147842407,Hodíłchʼiltah hasbídí biniitsįʼ dzísgaaígíí éí tsin bineestʼąʼ deiłchozh dóó chʼil binááʼ deildeeł.,Hodíłchʼiltah hasbídí biniitsįʼ dzísgaaígíí éí tsin bineestʼąʼ deiłchozh dóó chʼil binááʼ deildeeł.
Hodíłchʼiltah hasbídí bitéél dinilbáhígíí éí tsin bineestʼąʼ deiłchozh dóó chʼil binááʼ deildeeł.,is,0.8397462368011475,Hodíłchʼiltah hasbídí bitéél dinilbáhígíí éí tsin bineestʼąʼ deiłchozh dóó chʼil binááʼ deildeeł.,Hodíłchʼiltah hasbídí bitéél dinilbáhígíí éí tsin bineestʼąʼ deiłchozh dóó chʼil binááʼ deildeeł.
Hodíłchʼiltah naaʼahóóhai éí 47 ánéelą́ą́ʼ ałʼąą ádaatʼé.,is,1,Hodíłchʼiltah naaʼahóóhai éí 47 ánéelą́ą́ʼ ałʼąą ádaatʼé.,Hodíłchʼiltah naaʼahóóhai éí 47 ánéelą́ą́ʼ ałʼąą ádaatʼé.
Hodíłchʼiltah naaʼahóóhai íiyisígíí éí 5 ánéelą́ą́ʼ ałʼąą ádaatʼé.,is,1,Hodíłchʼiltah naaʼahóóhai íiyisígíí éí 5 ánéelą́ą́ʼ ałʼąą ádaatʼé.,Hodíłchʼiltah naaʼahóóhai íiyisígíí éí 5 ánéelą́ą́ʼ ałʼąą ádaatʼé.
Hodíłchʼiltah naaʼahóóhai łibáhígíí éí tsin bineestʼąʼ dóó chʼil binááʼ deildeeł.,is,0.7378438711166382,Hodíłchʼiltah naaʼahóóhai łibáhígíí éí tsin bineestʼąʼ dóó chʼil binááʼ deildeeł.,Hodíłchʼiltah naaʼahóóhai łibáhígíí éí tsin bineestʼąʼ dóó chʼil binááʼ deildeeł.
Hodíłchʼiltah naaʼahóóhai łikizhígíí éí 5 ánéelą́ą́ʼ ałʼąą ádaatʼé.,is,1,Hodíłchʼiltah naaʼahóóhai łikizhigíí éí 5 ánéelą́ą́ʼ ałʼąą ádaatʼé.,Hodíłchʼiltah naaʼahóóhai łikizhigíí éí 5 ánéelą́ą́ʼ ałʼąą ádaatʼé.
Hodíłchʼiltah naaʼahóóhai łikizhígíí éí tsin bineestʼąʼ dóó chʼil binááʼ deildeeł.,is,0.7318693399429321,Hodíłchʼiltah naaʼahóóhai łikizhigíí éí tsin bineestʼąʼ dóó chʼil binááʼ deildeeł.,Hodíłchʼiltah naaʼahóóhai łikizhigíí éí tsin bineestʼąʼ dóó chʼil binááʼ deildeeł.
Hodíłchʼiltah naʼashǫ́ʼiilkǫǫhí dóó bikʼéí éí 583 ałʼąą ádaatʼé.,is,1,Hodíłchʼiltah naʼashǫ́ʼiilkǫǫhí dóó bikʼéí éí 583 ałʼąą ádaatʼé.,Hodíłchʼiltah naʼashǫ́ʼiilkǫǫhí dóó bikʼéí éí 583 ałʼąą ádaatʼé.
Hodíłchʼiltah naʼashǫ́ʼiilkǫǫhí éí 110 ałʼąą ádaatʼé.,is,1,Hodíłchʼiltah naʼashǫ́ʼiilkǫǫhí éí 110 ałʼąą ádaatʼé.,Hodíłchʼiltah naʼashǫ́ʼiilkǫǫhí éí 110 ałʼąą ádaatʼé.
Hodoolkʼoolí éí -gi bił hazʼą́.,hu,0.20435896515846252,Hodoolkʼoolí éí -gi bił hazʼą́.,Hodoolkʼoolí éí -gi bił hazʼą́.
"Homo sapiens (bílaʼashdlaʼii) bitsin nideiskáágoʼ éí 200,000 naaháí yę́ędą́ą́ʼ naagháʼ nitʼę́ę́h, díí éí Iithiyópya hoolyéedi.",ln,0.5314347743988037,"Homo sapiens (bíla&#39;ashdla&#39;ii) is estimated to be 200,000 years old, according to Ethiopia.",Ethiopie elobi ete Homo sapiens (bíla’ashdla’ii) ezali na mbula 200 000.
Honaas doo bílaʼashdlaʼii bikʼéhgo naʼiinį́į́hi binaaltsoos béeso nilį́į́hgo yaʼnitsíʼdakéés daazlį́į́h áádóó éí wááshindoondę́ę́ʼ łágo átʼéego adaʼyiilá.,ln,0.283500999212265,Honaas doo bíla&#39;ashdla&#39;ii bik&#39;éhgo na&#39;iinį́į́hi binaaltsoos béeso nilį́į́hgo ya&#39;nitsí&#39;dakéés daazlį́į́h áádóó éí waáshindoondę́ę́ʼ łágo átʼéego ada&#39;yiilá.,Honaas doo bíla&#39;ashdla&#39;ii bik&#39;éhgo na&#39;iinį́į́hi binaaltsoos béeso nilį́į́hgo ya&#39;nitsí&#39;dakéés daazlį́į́h áádóó éí waáshindoondę́ę́ʼ łágo átʼéego ada&#39;yiilá.
Honeestiinídę́ę́ʼ Chʼíńlį́ éí -gi bił hazʼą́.,ln,0.4385392367839813,Honeestiinídę́ę́ʼ I am -gi bił hazʼą́.,Honeestiinídę́ę́ʼ Nazali -gi bił hazʼą́.
"Hóneeznaa doo bikʼiʼjiʼ Hastiin Connor anííhla, ""Díí saadígíí tʼáá doo choozʼííhgo, Iwo Jimadi adoo hóneeznaadaʼ doo nitʼééh"".",wo,0.49963879585266113,"Hastiin Connor said, &quot;On Saturday we chose you, Iwo Jimadi we honored you&quot;","Hastiin Connor ne ko, &quot;Samdi bi lanu tann, Iwo Jimadi lanu sargal la&quot;."
Hoochʼaʼ dabijiní ałdóʼ.,yo,0.31581753492355347,Hoochʼaʼ dabijinî ałdóʼ.,Hoochʼaʼ dabijinî ałdóʼ.
Hóółtseiigi dóó daʼakʼeh bikáaʼgi sikaad łeh.,hu,0.25991132855415344,Hóółtseiigi dóó daʼakʼeh bikáaʼgi sikaad łeh.,Hóółtseiigi dóó daʼakʼeh bikáaʼgi sikaad łeh.
Hóółtseiigi doo sikaad da.,tet,0.49917489290237427,Hóółtseiigi was born.,Hóółtseiigi moris.
Hóółtseiigi dóó tsédáaʼgi éí hiná.,is,1,Hóółtseiigi dóó tsédáaʼgi éí hiná.,Hóółtseiigi dóó tsédáaʼgi éí hiná.
Hóółtseiigi sikaad łeh.,pl,0.28910011053085327,Hóółtseigi sikaad łeh.,Hóółtseigi sikaad łeh.
Hootsoiitah Tó Háálį́ éí -gi bił hazʼą́.,ln,0.33350369334220886,Hootsoiitah To Háalį is -gi bił haz&#39;ą́.,Hootsoiitah Na Háalį ezali -gi bił haz&#39;ą́.
Hoozdo éí -gi bił hazʼą́.,pl,0.6906989812850952,Hoozdo éí -gi beat hazʼą́.,Hoozdo éí -gi beat hazʼą́.
Hoshdódii éí bitsʼíís yishtłizh dóó dibéłchíʼí dóó łibáago naashchʼąąʼ łeh.,is,1,Hoshdódii éí bitsʼíís yishtłizh dóó dibéłchíʼí dóó łibáago naashchʼąąʼ łeh.,Hoshdódii éí bitsʼíís yishtłizh dóó dibéłchíʼí dóó łibáago naashchʼąąʼ łeh.
Hoshdódii Tó éí -gi bił hazʼą́.,fon,0.5247166752815247,Hoshdódii Tó éí -gi bił hazʼą́.,Hoshdódii Tó éí -gi bił hazʼą́.
"Hosh Ííʼáhí éí -gi bił hazʼą́, áádóó áadi tʼáá díkwíí bílaʼashdlaʼii kéédahatʼį́.",fon,0.462241530418396,"Hosh Ííʼáhí éí -gi bił hazʼą́, áádóó áadi tʼáa díkwíi bílaʼashdlaʼii kéédahatʼį́.","Hosh Ííʼáhí éí -gi bił hazʼą́, áádóó áadi tʼáa díkwíi bilaʼashdlaʼii kéédahatʼį́."
Hosh Sidáhí éí ﻿-gi bił hazʼą́.,ff,0.24861891567707062,Hosh Sidáhí is -gi by haz&#39;ą́.,Hosh Sidáhí ko -gi e haz&#39;ą́.
Hosh Tóhídi tʼáá díkwíí bílaʼashdlaʼii kéédahatʼį́į́ ńtʼę́ę́ʼ; dííshjį́į́góó éí kinsááʼ.,fon,0.47853076457977295,Hosh Tóhídi tʼáá díkwíí bílaʼashdlaʼii kéédahatʼį́į́ ńtʼę́ę́ʼ; díishjį́įgóó éí kinsááʼ.,Hosh Tóhídi tʼáá díkwíí bilaʼashdlaʼii kéédahatʼį́į́ ńtʼę́ę́ʼ; díishjį́įgóó éí kinsááʼ.
Hosh Tóhí éí ﻿﻿-gi bił hazʼą́.,ga,0.17296186089515686,Hosh Tóhí éí ﻿﻿-gi bił hazʼą́.,Hosh Tóhí éí ﻿-gi bił hazʼą́.
"Hosh Tóhí éí ﻿﻿-gi bił hazʼą́, áádóó áadi tʼáá díkwíí bílaʼashdlaʼii kéédahatʼį́.",fon,0.49618229269981384,"Hosh Tóhí éí ﻿﻿-gi bił hazʼą́, áádóó áadi tʼáá díkwíí bílaʼashdlaʼii kéédahatʼį́.","Hosh Tóhí éí -gi bił hazʼą́, áádóó áadi tʼáá díkwíí bílaʼashdlaʼii kéédahatʼį́."
Hóteelíńlį́ éí -gi bił hazʼą́.,ln,0.5723171234130859,The hotel is -gi bił hazʼą́.,Hotel yango ezali -gi bił hazʼą́.
Huntington hoolyéégóó dóó Montgomery hoolyéégóó kǫ́ naʼałbąąsii bił naaswod.,pl,0.9471843838691711,Huntington hoolyéégóó doó Montgomery hoolyéégóó kǫ́ naʼałbąsii beat uswod.,Huntington hoolyéégóó doo Montgomery hoolyéégóó kǫ́ naʼałbąsii pokonał uswod.
"Hwééldidę́ę́ʼ niʼnádaʼiisnaahgo, Wááshindoondę́ę́ʼ bilagáana yikʼiʼdaʼdiilníí Naabeehó biWááshindoon nilį́į́hgo áádóó yikʼiʼdeizʼį́į́hgo.",ln,0.48687633872032166,"Hwéeldidę́ę́&#39; is not afraid, Waáshindoondę́ę́ʼ bilagáana yik&#39;iʼdaʼdiilníí Naabeehó biWaáshindoon is a áádóó yik&#39;iʼdeizʼį́į́.","Hwéeldidę́ę́&#39; azali kobanga te, Waáshindoondę́ę́ʼ bilagáana yik&#39;iʼdaʼdiilníí Naabeehó biWaáshindoon azali ádóó yik&#39;iʼdeizʼį́į́."
"Hwéeldidi éí Naaltsoos saní bikáaʼgi bizhíʼ ayiilá, akwiishí yííłyiiltʼéíʼgo.",yua,0.38703954219818115,"Hwëldidi éí Naaltsoos saní how he wrote, he wrote.","Hwëldidi éí Naaltsoos saní bix tu ts&#39;íibtaj, tu ts&#39;íibtaj."
Iʼdiitiin éí -gi bił hazʼą́.,ff,0.5255792737007141,Iʼdiitiin is -gi by hazʼą́.,Iʼdiitiin ko -gi e hazʼą́.
Iichʼąhii biyázhí éí chʼil bitʼąąʼ naháaztą́ągo chʼil bijeeh deidlą́.,is,1,Iichʼąhii biyázhí éí chʼil bitʼąąʼ naháaztą́ągo chʼil bijeeh deidlą́.,Iichʼąhii biyázhí éí chʼil bitʼąąʼ naháaztą́ągo chʼil bijeeh deidlą́.
Iichʼąhii dinilzhiní éí 2 4di asdzoh ádaníłtso; bitsʼíís éí łibá dóó dibéłchíʼíigi ndaashchʼąąʼ łeh; łaʼ éí bitʼaʼ daalkizh.,is,0.7542746663093567,Iichʼąhii dinilzhiní éí 2 4di asdzoh ádaníłtso; bitsʼíís éí łibá dóó dibéłchíʼíigi ndaashchʼąąʼ łeh; łaʼ éí bitʼaʼ daalkizh.,Iichʼąhii dinilzhiní éí 2 4di asdzoh ádaníłtso; bitsʼíís éí łibá dóó dibéłchíʼíigi ndaashchʼąąʼ łeh; łaʼ éí bitʼaʼ daalkizh.
Iichʼąhii éí bikágí daditłʼo áádóó bideeʼ éí atʼaʼ nahalin; nááná éí tłʼéeʼgo ndaatʼáa łeh.,ln,0.5039406418800354,Iichʼąhii is a bikagí daditłʼo áádoó bidee&#39; is at&#39;a&#39; nahalin; naáná éí tłʼée&#39;go I am not afraid.,Iichʼąhii ezali bikagí daditłʼo áádoó bidee&#39; ezali na&#39;a&#39; nahalin; naáná éí tłʼée&#39;go Nazali kobanga te.
Iichʼąhii éí bitʼaʼ daalgai dóó daalbáa łeh.,is,0.9852879643440247,Iichʼąhii éí bitʼaʼ daalgai dóó daalbáa łeh.,Iichʼąhii éí bitʼaʼ daalgai dóó daalbáa łeh.
"Iidą́ą́ bilagáana Hastiin William Hemsley Emory naaltsoos bikáaʼgi Naabeehó yaʼhalné, díí éí Naabeehó tʼáá yéigo Naakáí yikʼé daʼdidlį́į́h (Naakáí tʼáá chʼééh adaʼjí tʼį́ʼ łééh) áádóó éí biniiná Naabeehó ""lords of New Mexico"" yiiłnį́go yoozhí.",wo,0.3163606524467468,Hastiin William Hemsley Emory&#39;s birthday ó &quot;lords of New Mexico&quot; page.,William Hemsley Emory&#39;s aniwerseer
Íídą́ą́ʼ Diné Bizaad doo ayóo bikʼéʼalchíi da nítʼę́ę́ʼ dóó ayóo gaʼ há nantłʼahgo biniinaa chʼééh bóhojoołʼaah łeh nítʼę́ę́ʼ.,wo,0.3340935707092285,Íídą́ąʼ Diné Bizaad doesn&#39;t want to be afraid of anything.,Íídą́ąʼ Diné Bizaad beugoul ragal dara.
Į́į́dą́ą́ Naakétłʼáhí / Kétłʼáhí bikʼéʼ hódeisdlį́įʼ.,ln,0.7619304656982422,Į́į́dą́ą́ Naakétł&#39;ahí / I&#39;ll be there for you hódeisdlį́įʼ.,Į́į́dą́ą́ Naakétł&#39;ahí / Nakozala wana pona yo hódeisdlį́įʼ.
Iiʼniʼ Dziil Yaayí éí -gi bił hazʼą́.,fon,0.32265597581863403,Iiʼniʼ Dziil Yaayí éí -gi bił hazʼą́.,Iiʼniʼ Dziil Yaayí éí -gi bił hazʼą́.
Iiʼniʼ Dziil Yaayíi tʼáá díkwíí bílaʼashdlaʼii kéédahatʼį́į́ ńtʼę́ę́ʼ; dííshjį́į́góó éí kinsááʼ.,is,0.9422433972358704,Iiʼniʼ Dziil Yaayíi tʼáá díkwíí carvoʼashdlaʼii kéédahatʼį́į́ ńtʼę́ę́ʼ; dííshjį́į́góó éí kinsááʼ.,Iiʼniʼ Dziil Yaayíi tʼáá díkwíí carvoʼashdlaʼii kéédahatʼį́į́ ńtʼę́ę́ʼ; dííshjį́į́góó éí kinsááʼ.
Iishtʼááh Dziłdi tʼáá díkwíí bílaʼashdlaʼii kéédahatʼį́į́ ńtʼę́ę́ʼ; dííshjį́į́góó éí kinsááʼ.,is,0.9683350920677185,Iishtʼááh Dziłdi tʼáá díkwíí bivíoʼashdlaʼii kéédahatʼį́į́ ńtʼę́ę́ʼ; dííshjį́į́góó éí kinsááʼ.,Iishtʼááh Dziłdi tʼáá díkwíí bivíoʼashdlaʼii kéédahatʼį́į́ ńtʼę́ę́ʼ; dííshjį́į́góó éí kinsááʼ.
Iishtʼááh Dził éí ﻿-gi bił hazʼą́.,pl,0.7607260942459106,Iishtʼááh Dził éí ﻿-gi beat hazʼą́.,Iishtʼááh Dził éí ﻿-gi beat hazʼą́.
